transaction_id,product_id,customer_id,transaction_date,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,last_purchases,profit
17182,26,3169,2017-12-30,1,WeareA2B,Standard,medium,medium,1992.93,762.63,2016-11-24,0,1230.3000000000002
7518,65,3433,2017-12-30,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23,0,1028.76
15270,3,195,2017-12-30,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17,0,1702.5499999999997
17135,49,17,2017-12-30,0,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-06,0,133.38
15522,19,2434,2017-12-30,0,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10,0,4.8
13575,98,2396,2017-12-30,0,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-08,0,143.35999999999999
4669,29,1052,2017-12-30,0,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05,0,834.9399999999999
7267,57,1972,2017-12-30,1,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23,0,1630.25
4009,78,1070,2017-12-30,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27,0,1055.82
7547,23,1407,2017-12-30,1,Norco Bicycles,Mountain,low,small,688.63,612.88,1999-06-25,0,75.75
2074,12,675,2017-12-30,1,WeareA2B,Standard,medium,medium,1231.15,161.6,2010-05-07,0,1069.5500000000002
15757,30,3130,2017-12-30,0,Solex,Standard,high,medium,748.17,448.9,1991-11-12,0,299.27
19346,4,543,2017-12-30,0,Giant Bicycles,Standard,high,medium,1129.13,677.48,2011-04-18,0,451.6500000000001
2285,95,3216,2017-12-30,1,Giant Bicycles,Standard,medium,large,569.56,528.43,2016-03-31,0,41.129999999999995
2950,30,447,2017-12-30,0,Solex,Standard,high,medium,748.17,448.9,1994-07-14,0,299.27
13539,0,1538,2017-12-29,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04,1,17.869999999999997
10435,14,3468,2017-12-29,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07,1,152.54999999999995
19091,60,2082,2017-12-29,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,1,217.51
983,21,729,2017-12-29,0,Solex,Standard,medium,large,1071.23,380.74,1991-11-12,1,690.49
16362,0,1470,2017-12-29,1,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18,1,43.97
13894,15,224,2017-12-29,1,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09,1,209.84000000000003
6479,29,2365,2017-12-29,1,Norco Bicycles,Road,medium,medium,543.39,407.54,2002-03-24,1,135.84999999999997
15638,79,2130,2017-12-29,1,Solex,Touring,medium,large,2083.94,675.03,2015-08-04,1,1408.91
4066,81,886,2017-12-29,0,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12,1,64.50999999999999
19699,75,239,2017-12-29,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24,1,1010.02
2257,31,2908,2017-12-29,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,1999-07-22,1,57.72999999999999
6110,94,884,2017-12-29,0,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11,1,641.64
7139,9,1453,2017-12-29,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,1,133.7800000000002
13226,41,1906,2017-12-29,1,Solex,Road,medium,medium,416.98,312.74,1997-05-12,1,104.24000000000001
6987,17,593,2017-12-29,1,Solex,Standard,high,medium,1024.66,614.8,1996-11-11,1,409.8600000000001
11992,13,1918,2017-12-29,0,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11,1,574.6200000000001
11679,32,1991,2017-12-29,0,Giant Bicycles,Standard,medium,medium,642.7,211.37,2003-03-20,1,431.33000000000004
5658,38,2555,2017-12-29,1,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18,1,751.02
18428,34,739,2017-12-29,0,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20,1,309.80999999999995
7742,43,3315,2017-12-29,0,Solex,Standard,medium,medium,1151.96,649.49,1993-04-14,1,502.47
19340,12,2029,2017-12-29,1,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19,1,1069.5500000000002
15080,66,2689,2017-12-29,1,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07,1,64.92999999999995
16354,7,2152,2017-12-29,1,Trek Bicycles,Road,low,medium,980.37,234.43,2003-08-07,1,745.94
15159,64,1052,2017-12-29,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,1,217.51
10996,61,856,2017-12-29,1,OHM Cycles,Standard,low,medium,71.16,56.93,2012-05-20,1,14.229999999999997
13208,57,3374,2017-12-29,0,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23,1,1630.25
18866,71,3427,2017-12-29,0,Solex,Standard,high,large,1842.92,1105.75,2016-12-08,1,737.1700000000001
1041,30,1607,2017-12-29,0,Solex,Standard,high,medium,748.17,448.9,2003-03-20,1,299.27
8352,99,3262,2017-12-29,1,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12,1,456.44999999999993
15877,77,2561,2017-12-29,0,WeareA2B,Standard,medium,medium,1769.64,108.76,2007-12-13,1,1660.88
19385,0,106,2017-12-29,1,Solex,Standard,medium,medium,71.49,53.62,2014-03-05,1,17.869999999999997
18200,5,1478,2017-12-29,0,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-11,1,451.6500000000001
18326,25,964,2017-12-29,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12,1,802.26
19395,11,633,2017-12-29,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2011-05-09,1,195.33999999999992
11564,36,2929,2017-12-29,1,Solex,Standard,low,medium,945.04,507.58,1995-12-21,1,437.46
18480,96,1794,2017-12-29,0,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12,1,129.01
6089,89,1390,2017-12-29,0,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09,1,1230.27
19433,45,2054,2017-12-29,1,Solex,Standard,medium,medium,441.49,84.99,2001-11-27,1,356.5
1015,35,2369,2017-12-29,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,2008-03-21,1,903.11
18632,54,2922,2017-12-29,1,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-10-20,1,1279.3999999999999
18633,33,983,2017-12-29,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13,1,144.26
17320,51,2236,2017-12-29,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-10-06,1,802.26
6344,49,1629,2017-12-29,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06,1,133.38
17993,95,793,2017-12-29,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-08-27,1,139.2299999999999
9508,18,1120,2017-12-29,1,Solex,Standard,medium,medium,575.27,431.45,2013-03-14,1,143.82
15471,0,2693,2017-12-29,1,Solex,Standard,medium,medium,71.49,53.62,2012-09-17,1,17.869999999999997
11034,18,3231,2017-12-29,0,Solex,Standard,medium,medium,575.27,431.45,2011-05-09,1,143.82
14491,90,1530,2017-12-29,1,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-05,1,72.59999999999997
18659,34,322,2017-12-29,1,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-14,1,309.80999999999995
11522,22,76,2017-12-29,1,Solex,Standard,medium,medium,575.27,431.45,1996-04-07,1,143.82
16358,10,703,2017-12-29,1,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05,1,1103.43
16333,63,1062,2017-12-28,1,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19,2,1383.6100000000001
4996,12,946,2017-12-28,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27,2,1055.82
9375,52,1584,2017-12-28,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27,2,450.77
1561,46,1545,2017-12-28,1,Solex,Standard,low,medium,1289.85,74.51,2001-11-27,2,1215.34
7169,44,2961,2017-12-28,0,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-11,2,1660.88
8351,9,2709,2017-12-28,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,2,133.7800000000002
12214,94,2168,2017-12-28,0,Giant Bicycles,Standard,medium,large,1635.3,993.66,2004-01-18,2,641.64
5952,87,2109,2017-12-28,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,2000-05-24,2,1592.19
10990,8,1264,2017-12-28,0,Solex,Road,medium,small,1703.52,1516.13,2011-04-18,2,187.38999999999987
1492,0,1623,2017-12-28,0,OHM Cycles,Standard,medium,medium,183.86,137.9,1991-01-23,2,45.96000000000001
7170,10,1706,2017-12-28,1,Solex,Standard,medium,medium,1945.43,333.18,2004-07-27,2,1612.25
16674,52,577,2017-12-28,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2011-08-26,2,450.77
2079,77,1297,2017-12-28,1,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12,2,445.2099999999999
14789,80,56,2017-12-28,1,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-18,2,139.2299999999999
260,31,3393,2017-12-28,0,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18,2,57.72999999999999
6429,9,621,2017-12-28,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,2,133.7800000000002
6462,0,3239,2017-12-28,1,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12,2,72.59999999999997
11332,22,843,2017-12-28,0,WeareA2B,Standard,medium,medium,60.34,45.26,1991-11-12,2,15.080000000000005
2104,47,3031,2017-12-28,1,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03,2,189.27999999999997
15550,0,3255,2017-12-28,0,Solex,Standard,medium,large,202.62,151.96,2016-03-31,2,50.66
12828,13,381,2017-12-28,1,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11,2,574.6200000000001
15958,54,533,2017-12-28,1,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14,2,1279.3999999999999
10528,67,1758,2017-12-28,0,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,2,167.20999999999998
4642,82,1748,2017-12-28,0,Norco Bicycles,Standard,high,medium,1148.64,689.18,2005-05-12,2,459.46000000000015
802,36,772,2017-12-28,0,Solex,Standard,low,medium,945.04,507.58,1995-12-21,2,437.46
750,75,2195,2017-12-28,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,1991-07-12,2,1010.02
6144,75,1158,2017-12-28,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2003-09-11,2,1010.02
19234,76,1480,2017-12-28,0,WeareA2B,Road,low,small,1172.78,1043.77,2016-03-31,2,129.01
3485,31,962,2017-12-28,0,WeareA2B,Standard,medium,medium,752.64,205.36,1997-08-27,2,547.28
12558,2,1764,2017-12-28,1,Solex,Standard,medium,medium,71.49,53.62,2003-02-09,2,17.869999999999997
8786,75,1983,2017-12-28,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,1997-01-27,2,1010.02
656,26,3470,2017-12-28,0,WeareA2B,Standard,medium,medium,1992.93,762.63,2015-08-04,2,1230.3000000000002
7670,31,1822,2017-12-28,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12,2,57.72999999999999
15079,12,3452,2017-12-28,0,WeareA2B,Standard,medium,medium,1231.15,161.6,1993-07-22,2,1069.5500000000002
1880,23,2780,2017-12-28,0,Norco Bicycles,Mountain,low,small,688.63,612.88,2011-05-09,2,75.75
10558,21,3290,2017-12-28,0,WeareA2B,Touring,medium,medium,1466.68,363.25,1996-11-11,2,1103.43
3536,0,1691,2017-12-28,1,Solex,Standard,medium,medium,441.49,84.99,2006-10-03,2,356.5
7759,25,3054,2017-12-28,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06,2,709.34
4787,64,2464,2017-12-28,0,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,2,872.8900000000001
7934,26,2112,2017-12-28,0,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28,2,1230.3000000000002
5485,9,1115,2017-12-28,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2002-03-24,2,133.7800000000002
19494,96,1994,2017-12-28,1,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11,2,641.64
13508,94,2611,2017-12-28,1,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11,2,641.64
11179,28,2120,2017-12-28,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,2,133.7800000000002
2934,57,673,2017-12-28,0,WeareA2B,Touring,medium,large,1890.39,260.14,2015-10-20,2,1630.25
13733,19,2479,2017-12-28,1,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10,2,4.8
10783,65,1867,2017-12-28,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23,2,1028.76
5939,59,1452,2017-12-28,1,Solex,Standard,medium,large,1061.56,733.58,1993-07-22,2,327.9799999999999
13651,27,99,2017-12-28,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25,2,110.80999999999995
17574,34,605,2017-12-28,0,Norco Bicycles,Road,high,large,774.53,464.72,1995-12-21,2,309.80999999999995
2643,42,2705,2017-12-28,1,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21,2,199.0999999999999
9125,15,235,2017-12-28,0,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09,2,209.84000000000003
18953,52,124,2017-12-28,1,Solex,Road,medium,large,1777.8,820.78,1999-06-25,2,957.02
4897,77,1893,2017-12-28,1,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12,2,445.2099999999999
4856,68,2418,2017-12-28,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,1995-10-26,2,1592.19
14136,24,2304,2017-12-27,1,Solex,Road,medium,large,1777.8,820.78,2002-03-24,3,957.02
195,81,276,2017-12-27,0,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12,3,64.50999999999999
3292,67,3335,2017-12-27,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,3,167.20999999999998
10021,93,2079,2017-12-27,1,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04,3,583.2700000000001
4159,27,1549,2017-12-27,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,1992-10-13,3,110.80999999999995
13803,70,1342,2017-12-27,1,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13,3,198.29000000000002
15818,7,2751,2017-12-27,0,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1997-05-12,3,144.26
6365,85,2731,2017-12-27,0,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-18,3,547.28
3671,91,3007,2017-12-27,0,Solex,Standard,medium,medium,100.35,75.26,1999-07-28,3,25.08999999999999
13829,64,1934,2017-12-27,0,Trek Bicycles,Standard,medium,large,1469.44,596.55,1995-10-26,3,872.8900000000001
8557,54,2379,2017-12-27,0,WeareA2B,Standard,medium,medium,1292.84,13.44,2003-07-23,3,1279.3999999999999
11684,69,1358,2017-12-27,0,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12,3,445.2099999999999
3637,22,1495,2017-12-27,1,Solex,Standard,medium,medium,575.27,431.45,2009-03-10,3,143.82
19001,92,2548,2017-12-27,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07,3,155.6500000000001
18550,28,1624,2017-12-27,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-12,3,133.7800000000002
3383,14,1999,2017-12-27,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1993-07-17,3,152.54999999999995
8439,64,2254,2017-12-27,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,3,872.8900000000001
10124,0,1787,2017-12-27,0,Norco Bicycles,Road,medium,medium,543.39,407.54,1991-11-12,3,135.84999999999997
19693,80,1532,2017-12-27,0,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-12-20,3,139.2299999999999
4384,83,3012,2017-12-27,0,Solex,Touring,medium,large,2083.94,675.03,1993-04-22,3,1408.91
12596,33,1134,2017-12-27,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13,3,144.26
8799,60,140,2017-12-27,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,3,217.51
8780,85,613,2017-12-27,0,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,3,827.1599999999999
3335,34,739,2017-12-27,0,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20,3,309.80999999999995
11739,0,2805,2017-12-27,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,3,167.20999999999998
16000,29,1413,2017-12-27,1,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24,3,135.84999999999997
17555,60,3468,2017-12-27,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,3,217.51
5186,89,1795,2017-12-27,0,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22,3,1305.25
10743,52,2427,2017-12-27,0,Solex,Road,medium,large,1777.8,820.78,2002-03-24,3,957.02
18830,0,215,2017-12-27,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08,3,90.09999999999997
17722,49,820,2017-12-27,0,Solex,Standard,medium,large,1061.56,733.58,1993-07-22,3,327.9799999999999
16813,64,611,2017-12-27,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,3,872.8900000000001
2886,19,3088,2017-12-27,1,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10,3,4.8
1498,53,2358,2017-12-27,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,2009-03-10,3,509.97
2844,11,478,2017-12-27,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06,3,509.97
7287,74,1829,2017-12-27,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,3,827.1599999999999
18293,0,64,2017-12-27,1,Solex,Standard,medium,large,202.62,151.96,2016-03-31,3,50.66
3897,43,1703,2017-12-27,0,Solex,Standard,medium,medium,1151.96,649.49,2014-07-30,3,502.47
4817,50,3475,2017-12-27,0,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18,3,43.97
12336,98,2653,2017-12-27,1,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18,3,143.35999999999999
10274,24,189,2017-12-27,0,Solex,Road,medium,large,1777.8,820.78,2011-05-09,3,957.02
15318,31,932,2017-12-27,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12,3,57.72999999999999
14365,61,725,2017-12-27,0,Norco Bicycles,Standard,medium,small,586.45,521.94,2004-08-09,3,64.50999999999999
4923,51,3227,2017-12-27,0,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12,3,802.26
11109,91,2786,2017-12-27,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28,3,25.08999999999999
7585,61,1304,2017-12-27,1,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12,3,64.50999999999999
13207,38,2106,2017-12-27,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-06-19,3,1702.5499999999997
5459,92,3147,2017-12-27,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2002-10-12,3,155.6500000000001
9265,21,1571,2017-12-27,0,Solex,Standard,medium,large,1071.23,380.74,1991-08-07,3,690.49
17820,89,3197,2017-12-27,0,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09,3,1230.27
3391,28,350,2017-12-26,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-12,4,133.7800000000002
11728,67,3048,2017-12-26,0,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,4,167.20999999999998
14294,28,2075,2017-12-26,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,4,133.7800000000002
15257,80,1329,2017-12-26,1,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,4,139.2299999999999
17267,27,826,2017-12-26,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1997-10-06,4,110.80999999999995
5522,89,1219,2017-12-26,1,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22,4,1305.25
8308,92,1767,2017-12-26,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-09-12,4,155.6500000000001
4950,29,3013,2017-12-26,1,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05,4,834.9399999999999
19929,9,217,2017-12-26,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,4,133.7800000000002
15691,80,1668,2017-12-26,1,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,4,139.2299999999999
4317,69,1068,2017-12-26,0,Giant Bicycles,Road,medium,medium,792.9,594.68,2015-04-13,4,198.22000000000003
4369,82,3494,2017-12-26,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06,4,709.34
16265,59,2730,2017-12-26,0,Solex,Standard,medium,large,1061.56,733.58,1993-07-22,4,327.9799999999999
6527,67,2070,2017-12-26,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2003-02-09,4,167.20999999999998
12983,12,721,2017-12-26,0,WeareA2B,Standard,medium,medium,1231.15,161.6,2005-12-09,4,1069.5500000000002
18195,35,1084,2017-12-26,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14,4,903.11
12263,84,908,2017-12-26,1,Trek Bicycles,Road,medium,medium,290.62,215.14,1993-04-22,4,75.48000000000002
18889,74,3298,2017-12-26,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2014-10-12,4,827.1599999999999
9001,42,2414,2017-12-26,0,OHM Cycles,Road,medium,small,1810.0,1610.9,2011-05-11,4,199.0999999999999
12594,46,1253,2017-12-26,1,Solex,Standard,low,medium,1289.85,74.51,2007-12-13,4,1215.34
8452,19,789,2017-12-26,1,OHM Cycles,Road,high,large,12.01,7.21,1996-04-07,4,4.8
19139,25,3356,2017-12-26,0,Giant Bicycles,Road,medium,medium,1538.99,829.65,2002-03-24,4,709.34
18726,87,2773,2017-12-26,0,Giant Bicycles,Standard,high,medium,1179.0,707.4,2005-05-12,4,471.6
11595,5,2485,2017-12-26,0,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-09,4,114.93
11207,93,70,2017-12-26,1,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05,4,834.9399999999999
13544,50,328,2017-12-26,0,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18,4,43.97
18793,76,1014,2017-12-26,0,WeareA2B,Standard,low,medium,642.31,513.85,1997-01-27,4,128.45999999999992
10024,23,2304,2017-12-26,0,Norco Bicycles,Mountain,low,small,688.63,612.88,1991-11-12,4,75.75
4704,96,3363,2017-12-26,0,Giant Bicycles,Standard,medium,large,1635.3,993.66,2016-03-31,4,641.64
6127,98,3080,2017-12-26,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11,4,693.76
14796,59,1709,2017-12-26,1,Solex,Standard,medium,large,1061.56,733.58,1993-07-22,4,327.9799999999999
4892,0,81,2017-12-26,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25,4,110.80999999999995
19146,44,538,2017-12-26,0,WeareA2B,Standard,medium,medium,1769.64,108.76,2012-06-06,4,1660.88
14349,64,52,2017-12-26,0,Trek Bicycles,Standard,medium,large,1469.44,596.55,1995-10-26,4,872.8900000000001
4772,76,1091,2017-12-26,0,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12,4,128.45999999999992
15338,2,465,2017-12-26,1,Solex,Standard,medium,medium,71.49,53.62,2012-12-04,4,17.869999999999997
8297,78,1722,2017-12-26,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27,4,1055.82
2487,90,1885,2017-12-26,0,Solex,Standard,low,medium,945.04,507.58,1997-05-12,4,437.46
1939,74,142,2017-12-26,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,4,827.1599999999999
17822,45,3338,2017-12-26,0,Solex,Standard,medium,medium,441.49,84.99,2012-06-06,4,356.5
